Username,Unique_code,Title
testmoderator,PKDKAR05703,"AMMA TRINING"
testmoderator,PKDKAR09066,GABBU
testmoderator,PKDKAR07656,"PHONE CALL"
testmoderator,PKDKAR07651,BAADA
testmoderator,PKDKAR07648,PROBLEM
testmoderator,PKDKAR07647,LOVE
testmoderator,PKDKAR07629,SWARDAPARUDE
testmoderator,PKDKAR07622,BAADA
testmoderator,PKDKAR07613,"MURSI POTUNDHI"
testmoderator,PKDKAR07605,CHEAP
testmoderator,PKDKAR07595,"IPOD MADHE"
testmoderator,PKDKAR07593,LIKE
testmoderator,PKDKAR07589,KOTTADAM
testmoderator,PKDKAR07588,THITTADAM
testmoderator,PKDKAR07582,BAYAM
testmoderator,PKDKAR07573,VETAKARAM
testmoderator,PKDKAR07570,GURTHU
testmoderator,PKDKAR07563,EXPLANATION
testmoderator,PKDKAR07561,THITTADAM
testmoderator,PKDKAR07555,PADIPOVADAM
testmoderator,PKDKAR07554,LOVE
testmoderator,PKDKAR07553,ADAGATAM
testmoderator,PKDKAR07548,MATER
testmoderator,PKDKAR02300,"MIMMALNI CHUSTHE JALI ESTHUNDHI"
testmoderator,PKDKAR09100,CHELLELU
testmoderator,PKDKAR09099,JILEBI
testmoderator,PKDKAR09093,BAVAMARIDI
testmoderator,PKDKAR09088,JARAMOCHINDI
testmoderator,PKDKAR09088,JARAMOCHINDI
testmoderator,PKDKAR09074,"NENEM CHESANU"
testmoderator,PKDKAR09066,GABBU
testmoderator,PKDKAR09066,GABBU
testmoderator,PKDKAR09035,GUNDRAI
testmoderator,PKDKAR09034,"KAPURAM "
testmoderator,PKDKAR09033,TELIYAKUNDA
testmoderator,PKDKAR09019,PHOTO
testmoderator,PKDKAR09010,IDEA
testmoderator,PKDKAR09003,ARDAMKAVADAMLE
testmoderator,PKDKAR09000,CHERRY
testmoderator,PKDKAR08999,JILEBI
testmoderator,PKDKAR08998,JILEBI
testmoderator,PKDKAR08980,LATE
testmoderator,PKDKAR09074,"NENEM CHESANU"
testmoderator,PKDKAR08996,VAYASU
testmoderator,PKDKAR09098,TENSION
testmoderator,PKDKAR09074,"NENEM CHESANU"
testmoderator,PKDKAR09074,"NENEM CHESANU"
testmoderator,PKDKAR03913,"BANTHI LANTIDI"
testmoderator,PKDKAR03913,"BANTHI LANTIDI"
testmoderator,PKDKAR02615,DORAKANU
testmoderator,PKDKAR07072,PHONE
testmoderator,PKDKAR06966,"AALOCHINCHALI MATLADALI"
testmoderator,PKDKAR03913,"BANTHI LANTIDI"
testmoderator,PKDKAR01662,"PEPSI LO WISKE"
testmoderator,PKDKAR02731,BUND
testmoderator,PKDKAR07482,NATHO
testmoderator,PKDKAR07992,PALLU
testmoderator,PKDKAR09462,GURUVUGARU
testmoderator,PKDKAR02636,ASHA
testmoderator,PKDKAR09672,RAMUDU
testmoderator,PKDKAR01372,"IDLI KI CHEKNI FREE VADA KI SAMBAR FREE"
testmoderator,PKDKAR06489,"LEAK CHEYKANDI"
testmoderator,PKDKAR07696,CHADUVU
testmoderator,PKDKAR06896,"FULL CLARITY"
testmoderator,PKDKAR06896,"FULL CLARITY"
testmoderator,PKDKAR02010,"EVADU CHEPPARU"
testmoderator,PKDKAR07676,KOTLU
testmoderator,PKDKAR01135,LIFE
testmoderator,PKDKAR07671,PHONE
testmoderator,PKDKAR01276,"MAHNU BAVUDA"
testmoderator,PKDKAR02278,"OREY EE ANGAL ENTIRA"
testmoderator,PKDKAR02033,"THIKKA KUDHIRINDHA"
testmoderator,PKDKAR04221,PRATHIPHALAM
testmoderator,PKDKAR08080,GURKHA
testmoderator,PKDKAR06673,"NUVVA ANNAYYA"
testmoderator,PKDKAR06652,SAMPRADAYAM
testmoderator,PKDKAR06641,ADRUSTAM
testmoderator,PKDKAR06639,"AVATHALA PRANALU"
testmoderator,PKDKAR06628,BIRLA
testmoderator,PKDKAR06626,ARARE
testmoderator,PKDKAR06623,"DESCIPLANE "
testmoderator,PKDKAR06622,DABUBU
testmoderator,PKDKAR06620,"MAGADANTE ALUSU AADADANTE ISUNA"
testmoderator,PKDKAR03954,MUSUKU
testmoderator,PKDKAR03954,MUSUKU
testmoderator,PKDKAR09433,MATA
testmoderator,PKDKAR09433,MATA
testmoderator,PKDKAR01943,"CHEVITODU ITEY CHEVULU UNDAVA"
testmoderator,PKDKAR06350,"NENU NINNU PREMISTHANU"
testmoderator,PKDKAR06030,"NA NUMBER"
testmoderator,PKDKAR01699,"E ROJU KALALO"
testmoderator,PKDKAR08039,"PELLI CHESUKODANTA"
testmoderator,PKDKAR01815,"ANNI HALL LO ANTAV"
testmoderator,PKDKAR06649,OREY
testmoderator,PKDKAR03432,"CHILD LABUOR"
testmoderator,PKDKAR03432,"CHILD LABUOR"
testmoderator,PKDKAR07353,DAKSHANA
testmoderator,PKDKAR07353,DAKSHANA
testmoderator,PKDKAR01843,"OKA OKA SARI"
testmoderator,PKDKAR03953,"POTTA VESUKUNI"
testmoderator,PKDKAR01099,"EMAINDHI RA NIKU"
testmoderator,PKDKAR03317,"EA ROJU"
testmoderator,PKDKAR05674,"THAT IS THE SPIRIT"
testmoderator,PKDKAR08343,VELTHE
testmoderator,PKDKAR03106,"2 PLACES"
testmoderator,PKDKAR03106,"2 PLACES"
testmoderator,PKDKAR02530,EVADU
testmoderator,PKDKAR09548,SATTIRE
testmoderator,PKDKAR08000,MOHAM
testmoderator,PKDKAR03804,BIKE
testmoderator,PKDNAN0150891,"PRADHAANA BHAKSHANAM"
testmoderator,PKDKAR06930,NUVVU
testmoderator,PKDKAR09225,PROBLEM
testmoderator,PKDKAR01254,NAMSKARAM
testmoderator,PKDKAR06082,KAVVINCHESTHAY
testmoderator,PKDNAN0151328,CHUMMA
testmoderator,PKDKAR04589,"JOB OCHINDI"
testmoderator,PKDKAR01355,"AMMAI LA ISTAM"
testmoderator,PKDKAR05254,"LOVE ME MY HERO"
testmoderator,PKDKAR03570,AVOID
testmoderator,PKDKAR02273,"THINK BIG RA"
testmoderator,PKDKIR0466,"LOVE AGIDHIYA"
testmoderator,PKDKAR06590,CHIMPANJI
testmoderator,PKDKAR02716,DOSENA
testmoderator,PKDKAR02716,DOSENA
testmoderator,PKDKAR07881,COFFEE
testmoderator,PKDKAR01844,"OKANVI PADI MANDI"
testmoderator,PKDKAR01594,"NUVU NAKU LINE VESTUNNAV"
testmoderator,PKDKAR02245,"MANA MIDHARAMA KALISI NATISTH ENTHA"
testmoderator,PKDKAR09530,TELIVITHETALU
testmoderator,PKDKAR09530,TELIVITHETALU
testmoderator,PKDKAR04038,BIBACHAM
testmoderator,PKDKAR09716,GELIPISTHARU
testmoderator,PKDKAR09916,THAMMUDU
testmoderator,PKDKAR09914,ISHYU
testmoderator,PKDKAR01044,"SWAMY NADHIKI POLEDHA"
testmoderator,PKDKAR08222,VAYASU
testmoderator,PKDKAR07440,ENTO
testmoderator,PKDREH01256,"ACHA YAA DEKLO ZARA"
testmoderator,PKDNAN0151567,"NINNUKODUTHAL MATHY"
testmoderator,PKDKAR03323,FAMILY
testmoderator,PKDKAR07440,ENTO
testmoderator,PKDREH00663,"STRONG HO"
testmoderator,PKDKAR00004,YENTHANDI
testmoderator,PKDKAR07753,POYI
testmoderator,PKDKAR10033,"FORE FATHERS"
testmoderator,PKDKAR10033,"FORE FATHERS"
testmoderator,PKDKAR10033,"FORE FATHERS"
testmoderator,PKDKAR09577,BOSS
testmoderator,PKDREH03170,"WAPAS KAY SAY JAONGE"
testmoderator,PKDKAR03904," NEKU VACHINA PROBLEM"
testmoderator,PKDKIR173,"LOVE ANDRE"
testmoderator,PKDKAR02043,"BASICAL GA AMMAI HARD"
testmoderator,PKDKAR09683,PRASADAM
testmoderator,PKDKAR08512,VISKY
testmoderator,PKDKAR02695,SARIPOTHUNDA
testmoderator,PKDKAR01030,"ANNI EDHAVA ALOCHANALE "
testmoderator,PKDKAR01030,"ANNI EDHAVA ALOCHANALE "
testmoderator,PKDKAR08274,"YEAH COFFEE SHOP"
testmoderator,PKDKAR06544,"CHITHTHADE CHITHTHADE"
testmoderator,PKDKAR02085,"FLUT KADHU MISTER PERFECT"
testmoderator,PKDKAR06724,"PRAMOTION "
testmoderator,PKDKAR09578,PULLAREDDY
testmoderator,PKDKAR01166,CUTE
testmoderator,PKDKAR01166,CUTE
testmoderator,PKDKAR01166,CUTE
testmoderator,PKDKAR01166,CUTE
testmoderator,PKDKAR07352,AJNATHA
testmoderator,PKDKAR08056,BHAKTHI
testmoderator,PKDKAR07431,KOTTADAM
testmoderator,PKDKAR09456,YEVAD
testmoderator,PKDKAR08767,SORRY
testmoderator,PKDKAR03495,CHAMPESTA
testmoderator,PKDKAR08277,"PREMA MAATRAM"
testmoderator,PKDKAR05992,"NA KODUKU"
testmoderator,PKDKAR06836,TRAFFIC
testmoderator,PKDKAR02051,"NICE TO MEET YOU"
testmoderator,PKDKAR06181,"ANNITIKI AVUNU"
testmoderator,PKDKAR06482,"SHARP GA VUNNAV RA"
testmoderator,PKDKAR08393,SNEHAM
testmoderator,PKDKAR09577,BOSS
testmoderator,PKDKAR02539,BAIDETA
testmoderator,PKDKAR01717,"PARAMA SANI"
testmoderator,PKDKAR06307,"VETUKUTUNNA "
testmoderator,PKDKAR01044,"SWAMY NADHIKI POLEDHA"
testmoderator,PKDKAR09176,COFFEE
testmoderator,PKDKAR01603,"POLICE ODIKI"
testmoderator,PKDKAR08890,AMMANANNA
testmoderator,PKDKAR07340,SORRY
testmoderator,PKDKAR01403,"CHALA BAGA NACHAV"
testmoderator,PKDKIR049,"NANGE HODITHIYA"
testmoderator,PKDREH00085,"KAHAN HO TUM"
testmoderator,PKDKAR09519,LOGIC
testmoderator,PKDKAR02276,"SEEMANDHRA VIZAG"
testmoderator,PKDKAR02143,"ANDHANNI CHUSI"
testmoderator,PKDKAR02124,"OREY NUVU WASTE FEELOW"
testmoderator,PKDKAR06283,"HAPPY MARRIED LIFE"
testmoderator,PKDKAR06283,"HAPPY MARRIED LIFE"
testmoderator,PKDKAR06283,"HAPPY MARRIED LIFE"
testmoderator,PKDKAR00414,"LOVE LOMARRIAGE UNDAKAPOVACHU"
testmoderator,PKDKAR01130,MARRIAGES
testmoderator,PKDKAR01130,MARRIAGES
testmoderator,PKDKAR07674,HI
testmoderator,PKDKAR08145,"LADIES SEAT"
testmoderator,PKDKAR08510,BIRTHDAY
testmoderator,PKDKAR08110,PARTY
testmoderator,PKDKAR06643,DROHAM
testmoderator,PKDKAR01414,"PARICE LO KONNANU TELUSA"
testmoderator,PKDKAR09648,LALITHA
testmoderator,PKDKAR06161,"VUPPU KAARAM"
testmoderator,PKDKAR07072,PHONE
testmoderator,PKDKAR06172,"CURRENT STHAMBAM"
testmoderator,PKDKAR09463,VIJAYAVADA
testmoderator,PKDKAR01038,"RAVI CHETTU KI PUJA"
testmoderator,PKDKAR09823,"CHEPPI "
testmoderator,PKDKAR02303,"MANAM CHEPALANI"
testmoderator,PKDKAR08008,NEWS
testmoderator,PKDKAR02301,"MI MANAVARALU PRANAM KANTE MUKYAMA"
testmoderator,PKDKAR08007,NRI
testmoderator,PKDKAR03487,"NUVVU NENU"
testmoderator,PKDKAR06907,"I LOVE YOU"
testmoderator,PKDKAR02731,BUND
testmoderator,PKDKAR08585,LOOKING
testmoderator,PKDKAR09662,HYDERABAD
testmoderator,PKDKAR02731,BUND
testmoderator,PKDKAR07299,CHETHULU
testmoderator,PKDKAR06597,OKASARI
testmoderator,PKDKAR06597,OKASARI
testmoderator,PKDKAR04818,THINTAMO
testmoderator,PKDKAR06812,"WE MEET LATER"
testmoderator,PKDKAR08267,PREMINCHATLEDU
testmoderator,PKDKAR08266,MANASULO
testmoderator,PKDKAR08265,PREMISTHUNNAVA
testmoderator,PKDKAR08261,PAGILIPODDHI
testmoderator,PKDKAR08259,ANNA
testmoderator,PKDKAR08258,RAMMANAPPUDU
testmoderator,PKDKAR08257,ANNA
testmoderator,PKDKAR08256,BHOJANAM
testmoderator,PKDKAR08255,CHACHIPOTHANU
testmoderator,PKDKAR08254,PREMINCHANU
testmoderator,PKDKAR08253,INSULT
testmoderator,PKDKAR08252,DADDY
testmoderator,PKDKAR08250,PREMA
testmoderator,PKDKAR08249,PARTY
testmoderator,PKDKAR08248,CHAPALU
testmoderator,PKDKAR08245,"C.M GARU"
testmoderator,PKDKAR08246,NAYAKUDU
testmoderator,PKDKAR08237,KUTHURU
testmoderator,PKDKAR08235,"PADHI MANDHIKI"
testmoderator,PKDKAR08234,COLLECTOR
testmoderator,PKDKAR08233,KALLU
testmoderator,PKDKAR08232,PETROL
testmoderator,PKDKAR08231,BRAIN
testmoderator,PKDKAR08230,MARRIAGE
testmoderator,PKDKAR08226,NAMMAKAM
testmoderator,PKDKAR08225,PROBLEMS
testmoderator,PKDKAR08224,THITLU
testmoderator,PKDKAR05059,"BUNNY BUNNY"
testmoderator,PKDKAR02698,BP
testmoderator,PKDKAR08260,GODAVA
testmoderator,PKDKAR08229,TENSION
testmoderator,PKDKAR08221,GOLLAM
testmoderator,PKDKAR08220,TENSION
testmoderator,PKDKAR08219,BIKE
testmoderator,PKDKAR08218,TENSION
testmoderator,PKDKAR08217,GATHAM
testmoderator,PKDKAR08215,SIGNALS
testmoderator,PKDKAR08214,TELIVIGA
testmoderator,PKDKAR08213,"SALLAGA UNDHI"
testmoderator,PKDKAR08212,ROOM
testmoderator,PKDKAR08211,"NAAKU TELUSU"
testmoderator,PKDKAR08210,CONCENTRATE
testmoderator,PKDKAR08209,SECURITY
testmoderator,PKDKAR08208,ROWDY
testmoderator,PKDKAR08208,ROWDY
testmoderator,PKDKAR08206,"VADILI PETANU"
testmoderator,PKDKAR08205,PRINCIPAL
testmoderator,PKDKAR08204,EMOTION
testmoderator,PKDKAR08200,PAPA
testmoderator,PKDKAR08191,"KATHI POTLU"
testmoderator,PKDKAR08190,ADHARALU
testmoderator,PKDKAR08189,ROWDY
testmoderator,PKDKAR08188,T.C
testmoderator,PKDKAR08187,VETAKARAMA
testmoderator,PKDKAR08186,COLLEGE
testmoderator,PKDKAR08184,KALLU
testmoderator,PKDKAR08180,"NA KODUKU"
testmoderator,PKDKAR08176,LETTER
testmoderator,PKDKAR08258,RAMMANAPPUDU
testmoderator,PKDKAR07367,ABBAI
testmoderator,PKDKAR07367,ABBAI
testmoderator,PKDKAR01326,"MUNJALU THINTAVA"
testmoderator,PKDKAR01326,"MUNJALU THINTAVA"
testmoderator,PKDKAR02836,"TREAND "
testmoderator,PKDKAR02080,"EVARU MUNDHU CHEPTE ENTI"
testmoderator,PKDKAR02150,"MEMU ELA CHEBITHE ALA CHEYALI"
testmoderator,PKDKAR04824,THANKS
testmoderator,PKDKAR02665,SIGGU
testmoderator,PKDKAR02662,BALAM
testmoderator,PKDKAR02533,AVNANKUL
testmoderator,PKDKAR02511,ALOCHISTHUNTANU
testmoderator,PKDKAR02518,ANNYONYA
testmoderator,PKDKAR02507,PROBLEM
testmoderator,PKDKAR08125,AMMAYI
testmoderator,PKDKAR03261,PHONE
testmoderator,PKDKAR02511,ALOCHISTHUNTANU
testmoderator,PKDKAR06735,"YENTI NENEM CHEYLEDA"
testmoderator,PKDKAR09534,NARAKAM
testmoderator,PKDKAR03645,"NAKU KUDA"
testmoderator,PKDKAR01965,"APURA SAHSTRI"
testmoderator,PKDKAR07141,MEDIA
testmoderator,PKDKAR05972,"CHUSAV ARUNA"
testmoderator,PKDKAR02249,"NAKU NACHE DRESS THISUKOSTHUNNAV"
